Elevation (m);Surface Temperature (C);Moho Depth (m);Curie Depth (Km);Magnetic Anomaly (nT)
154.2288;27.428856;41273.08972;36;42.4511
135.9408;27.520296;41277.45695;36;42.4511
157.8864;27.410568;41276.70821;36;42.4511
155.1432;27.424284;41290.56039;36;42.4511
132.8928;27.535536;41305.71213;36;39.8462
136.2456;27.518772;41301.54005;36;42.4511
144.1704;27.479148;41284.5279;36;42.4511
139.9032;27.500484;41330.46649;36;39.6687
152.7048;27.436476;41327.24096;36;39.6687
139.9032;27.500484;41314.62297;36;39.8462
138.3792;27.508104;41308.06785;36;39.8462
149.0472;27.454764;41298.66017;36;42.4511
144.1704;27.479148;41307.5748;36;39.6687
147.828;27.46086;41306.41914;36;42.4511
151.7904;27.441048;41277.66676;36;42.4511
142.3416;27.488292;41304.5572;36;39.6687
140.8176;27.495912;41317.26268;36;39.8462
156.972;27.41514;41292.38231;36;42.4511
155.7528;27.421236;41330.24591;36;39.8462
139.9032;27.500484;41313.47119;36;39.8462
138.684;27.50658;41314.0839;36;39.8462
143.256;27.48372;41324.98235;36;39.8462
141.4272;27.492864;41338.09132;36;39.6687
141.4272;27.492864;41338.09449;36;39.6687
146.9136;27.465432;41347.74971;36;39.6687
144.1704;27.479148;41310.92084;36;39.8462
156.3624;27.418188;41288.76234;36;42.4511
145.6944;27.471528;41345.0651;36;39.6687
138.0744;27.509628;41297.98729;36;39.8462
148.1328;27.459336;41334.6457;36;39.8462
145.3896;27.473052;41314.39519;36;39.6687
138.3792;27.508104;41279.19115;36;42.4511
145.9992;27.470004;41290.06644;36;39.6687
144.78;27.4761;41333.06931;36;39.6687
149.9616;27.450192;41312.43158;36;39.8462
130.7592;27.546204;41312.24217;36;39.8462
138.3792;27.508104;41320.22814;36;39.6687
464.2104;25.878948;44363.84677;30;20.9305
113.0808;27.634596;41135.25948;36;22.6111
110.0328;27.649836;38406.50764;36;31.0768
107.8992;27.660504;42861.66511;36;22.0185
100.2792;27.698604;34347.34306;36;-102.4041
207.8736;27.160632;38171.38829;34;-3.3254
254.8128;26.925936;36140.95746;26;34.9157
256.032;26.91984;36798.36654;26;33.2799
274.32;26.8284;38778.30448;18;9.3218
99.06;27.7047;37479.1782;32;19.577
139.2936;27.503532;34049.37455;20;-10.0587
140.5128;27.497436;36699.60167;36;-43.7388
140.5128;27.497436;36742.66677;36;-43.7388
139;27.505;36662.66573;36;-43.7388
141.732;27.49134;36718.0395;36;-43.7388
140.208;27.49896;36678.89014;36;-43.7388
140.5128;27.497436;36699.93205;36;-43.7388
140.208;27.49896;36670.85238;36;-38.0976
140.5128;27.497436;36630.71357;36;-47.1979
138.684;27.50658;36591.22461;36;-40.2636
140.8176;27.495912;36671.57157;36;-43.7388
140;27.5;36634.37927;36;-43.7388
143;27.485;36603.37702;36;-43.7388
137;27.515;36715.02529;36;-43.7388
141;27.495;36630.85009;36;-43.7388
145.3896;27.473052;36655.14976;36;-43.7388
138;27.51;36638.14401;36;-43.7388
140.5128;27.497436;36705.83339;36;-43.7388
138.9888;27.505056;36558.18115;36;-40.2636
140.5128;27.497436;36580.84628;36;-47.1979
140.208;27.49896;36631.73885;36;-43.7388
140.8176;27.495912;36641.09874;36;-43.7388
141.732;27.49134;36718.19931;36;-43.7388
140.8176;27.495912;36666.79132;36;-43.7388
142.0368;27.489816;36742.35879;36;-43.7388
141.732;27.49134;36570.12075;36;-40.2636
139.9032;27.500484;36535.20995;36;-40.2636
138.9888;27.505056;36577.32222;36;-43.7388
140.208;27.49896;36623.19624;36;-43.7388
140.208;27.49896;36650.04519;36;-43.7388
142.0368;27.489816;36744.96253;36;-43.7388
139.9032;27.500484;36625.56321;36;-43.7388
140.8176;27.495912;36703.49988;36;-43.7388
140.5128;27.497436;36625.50337;36;-43.7388
139.9032;27.500484;36636.33457;36;-43.7388
140.8176;27.495912;36672.06775;36;-43.7388
139.2936;27.503532;36710.43545;36;-43.7388
139.9032;27.500484;36544.69303;36;-40.2636
139.2936;27.503532;36516.47042;36;-40.2636
142.9512;27.485244;36645.1151;36;-43.7388
141.1224;27.494388;36713.14601;36;-43.7388
139.5984;27.502008;36687.02278;36;-43.7388
139.5984;27.502008;36563.04696;36;-47.1979
138.684;27.50658;36615.90324;36;-43.7388
139.9032;27.500484;36743.27036;36;-43.7388
133.5024;27.532488;36649.71491;36;-38.0976
139.2936;27.503532;36591.16455;36;-40.2636
138.684;27.50658;36662.48341;36;-38.0976
138.684;27.50658;36530.85718;36;-40.2636
138.9888;27.505056;36569.83306;36;-40.2636
138.0744;27.509628;36649.64403;36;-43.7388
138.9888;27.505056;36517.49792;36;-40.2636
139.2936;27.503532;36555.08108;36;-40.2636
140.208;27.49896;36658.17389;36;-43.7388
138.684;27.50658;36689.88182;36;-43.7388
138.684;27.50658;36654.48319;36;-38.0976
141.1224;27.494388;36692.05986;36;-43.7388
139.5984;27.502008;36723.95799;36;-43.7388
139.2936;27.503532;36650.2473;36;-38.0976
139.9032;27.500484;36743.9253;36;-43.7388
140.8176;27.495912;36636.18607;36;-38.0976
140.8176;27.495912;36611.43158;36;-47.1979
140.5128;27.497436;36639.71119;36;-40.2636
140.208;27.49896;36535.5087;36;-40.2636
138.9888;27.505056;36545.19313;36;-40.2636
140.208;27.49896;36668.51549;36;-43.7388
140.208;27.49896;36533.14301;36;-40.2636
139.2936;27.503532;36555.25606;36;-40.2636
140.8176;27.495912;36707.90736;36;-43.7388
139.5984;27.502008;36490.50054;36;-40.2636
138.684;27.50658;36544.22739;36;-40.2636
139.2936;27.503532;36492.8634;36;-40.2636
139.2936;27.503532;36676.11527;36;-43.7388
139.5984;27.502008;36488.07608;36;-40.2636
179;27.305;38118.51124;34;44.4052
131.9784;27.540108;36635.92702;32;41.8104
135.9408;27.520296;36827.97706;32;47.794
154.2288;27.428856;41433.26892;36;39.8462
58.8264;27.905868;40601.21427;36;19.3234
56.388;27.91806;40916.82603;36;19.9291
110.6424;27.646788;34258.52541;34;16.3486
53.9496;27.930252;39389.53053;36;20.2398
185.928;27.27036;38022.97039;34;40.4503
16.764;28.11618;37005.79752;22;-33.4416
692.5056;24.737472;43337.77531;32;27.2792
42.672;27.98664;37291.88678;32;21.3342
164.2872;27.378564;38457.05253;32;12.7632
355.3968;26.423016;43530.36077;32;-7.6312
339.2424;26.503788;45090.45305;28;-16.1392
335.8896;26.520552;36467.78617;32;25.5643
318.516;26.60742;43565.00942;30;15.4662
232.5624;27.037188;38050.10882;36;6.9154
1077.468;22.81266;45429.71589;30;-5.5967
322.1736;26.589132;36376.03555;32;-129.0198
320.9544;26.595228;36391.83363;32;-129.0198
320.6496;26.596752;36373.74274;32;-129.0198
319.7352;26.601324;36362.77555;32;-129.0198
321.2592;26.593704;36330.85953;32;-127.9274
317.9064;26.610468;36343.27552;32;-127.9274
318.8208;26.605896;36350.3519;32;-127.9274
97.536;27.71232;40825.54191;36;22.757
115.824;27.62088;40957.04152;36;48.678
136.8552;27.515724;40980.85819;36;48.678
71.628;27.84186;39604.16366;22;-28.1521
158.496;27.40752;42916.7794;36;29.1212
157.8864;27.410568;42915.80503;36;29.1212
141.732;27.49134;42907.96871;36;29.1212
290.7792;26.746104;39600.46937;18;7.4354
280.1112;26.799444;39454.10319;18;7.3978
282.8544;26.785728;39599.18689;18;7.3978
83.82;27.7809;35153.87132;32;-53.6811
629.1072;25.054464;39686.99395;36;-55.556
629.1072;25.054464;39686.10946;36;-55.556
448.056;25.95972;42023.83595;36;26.5529
129.8448;27.550776;42074.9044;36;26.5529
143.256;27.48372;41790.29496;36;31.3852
135.0264;27.524868;42007.04734;36;26.5529
131.9784;27.540108;42264.58738;36;23.9514
209.7024;27.151488;41867.45286;36;31.3852
112.1664;27.639168;42349.08898;36;23.9514
110.0328;27.649836;42379.60738;36;23.9514
135.3312;27.523344;41858.25411;36;31.3852
133.1976;27.534012;42348.9277;36;23.9514
110.0328;27.649836;42147.13205;36;26.5529
128.9304;27.555348;42301.37403;36;23.9514
128.6256;27.556872;42330.5515;36;23.9514
118.2624;27.608688;42376.25716;36;23.9514
114.6048;27.626976;42397.11085;36;23.9514
120.0912;27.599544;42376.28634;36;23.9514
132.2832;27.538584;42312.14318;36;24.3834
109.1184;27.654408;42356.90612;36;23.9514
108.8136;27.655932;42338.49588;36;24.3834
137.16;27.5142;42353.1314;36;24.3834
140.5128;27.497436;41802.96163;36;31.3852
137.16;27.5142;42279.82209;36;24.3834
140.208;27.49896;42293.05752;36;24.3834
137.16;27.5142;42382.29086;36;24.3834
124.968;27.57516;42316.07782;36;23.9514
152.4;27.438;42062.25915;36;26.5529
138.684;27.50658;41925.71659;36;26.5529
140.208;27.49896;41954.78213;36;26.5529
112.4712;27.637644;42363.4129;36;23.9514
135.636;27.52182;42282.62062;36;23.9514
137.16;27.5142;42031.86566;36;26.5529
137.16;27.5142;42252.73122;36;23.9514
136.8552;27.515724;41904.13573;36;26.5529
106.68;27.6666;41885.88611;36;31.3852
123.444;27.58278;42385.06029;36;23.9514
137.16;27.5142;41984.59635;36;26.5529
114.9096;27.625452;42005.18977;36;26.5529
103.0224;27.684888;42394.13149;36;23.9514
131.064;27.54468;42046.5821;36;26.5529
124.0536;27.579732;42013.98659;36;26.5529
136.8552;27.515724;41984.3207;36;26.5529
137.7696;27.511152;41950.88882;36;26.5529
140.208;27.49896;41932.95124;36;26.5529
144.78;27.4761;41801.21363;36;31.3852
136.2456;27.518772;41814.69253;36;31.3852
136.2456;27.518772;41815.38361;36;31.3852
131.6736;27.541632;41820.06474;36;31.3852
124.6632;27.576684;42017.66456;36;26.5529
124.968;27.57516;42136.99428;36;26.5529
137.16;27.5142;41821.82419;36;31.3852
135.9408;27.520296;41854.75441;36;31.3852
136.2456;27.518772;42199.06922;36;26.5529
146.6088;27.466956;42257.27883;36;23.9514
118.5672;27.607164;42272.11746;36;23.9514
136.8552;27.515724;41791.76606;36;31.3852
145.9992;27.470004;41839.04032;36;31.3852
128.3208;27.558396;42178.21622;36;26.5529
137.16;27.5142;42147.24324;36;26.5529
137.16;27.5142;42216.23259;36;23.9514
118.5672;27.607164;42106.12198;36;26.5529
120.0912;27.599544;42189.70156;36;23.9514
130.1496;27.549252;42252.8177;36;23.9514
167.64;27.3618;41841.95117;36;31.3852
140.5128;27.497436;41805.68066;36;31.3852
138.3792;27.508104;42202.93695;36;23.9514
131.9784;27.540108;42153.79972;36;26.5529
158.8008;27.405996;41822.1729;36;31.3852
137.4648;27.512676;42177.21937;36;26.5529
140.5128;27.497436;42227.61574;36;23.9514
121.0056;27.594972;42256.093;36;23.9514
157.5816;27.412092;41860.97825;36;31.3852
134.7216;27.526392;41885.07596;36;31.3852
131.064;27.54468;42079.00404;36;26.5529
128.9304;27.555348;42039.93515;36;26.5529
124.6632;27.576684;42000.98453;36;26.5529
133.8072;27.530964;42220.30709;36;23.9514
143.5608;27.482196;41838.86996;36;31.3852
152.4;27.438;41859.84721;36;31.3852
145.3896;27.473052;41838.02074;36;31.3852
142.0368;27.489816;41908.99538;36;26.5529
138.684;27.50658;41943.1089;36;26.5529
126.7968;27.566016;41974.74099;36;26.5529
122.2248;27.588876;41966.37697;36;26.5529
142.3416;27.488292;41893.98041;36;31.3852
140.208;27.49896;42139.93802;36;26.5529
133.5024;27.532488;42166.67394;36;26.5529
134.7216;27.526392;42249.79182;36;23.9514
142.3416;27.488292;41943.31505;36;26.5529
137.16;27.5142;42293.88796;36;23.9514
134.112;27.52944;42042.03318;36;26.5529
149.352;27.45324;41916.79958;36;26.5529
140.208;27.49896;42112.1617;36;26.5529
134.4168;27.527916;42011.37702;36;26.5529
129.8448;27.550776;42044.96609;36;26.5529
129.8448;27.550776;42145.0601;36;26.5529
140.208;27.49896;41974.90267;36;26.5529
121.3104;27.593448;42076.24942;36;26.5529
137.16;27.5142;42198.25522;36;26.5529
150.5712;27.447144;41776.67179;36;31.3852
140.208;27.49896;42283.56222;36;23.9514
127.7112;27.561444;42128.70294;36;26.5529
132.588;27.53706;41854.67647;36;31.3852
139.9032;27.500484;41891.324;36;31.3852
135.9408;27.520296;41912.73999;36;26.5529
138.0744;27.509628;41947.69624;36;26.5529
139.9032;27.500484;41878.00273;36;31.3852
144.1704;27.479148;42314.8372;36;23.9514
136.8552;27.515724;41874.68062;36;31.3852
124.968;27.57516;42338.15695;36;23.9514
117.348;27.61326;42352.19888;36;23.9514
121.92;27.5904;42315.69662;36;23.9514
127.1016;27.564492;42309.72669;36;23.9514
135.636;27.52182;41917.2961;36;26.5529
132.8928;27.535536;41944.32475;36;26.5529
126.1872;27.569064;41968.59041;36;26.5529
140.208;27.49896;41877.05169;36;31.3852
124.6632;27.576684;42017.09845;36;26.5529
140.208;27.49896;41842.31686;36;31.3852
131.9784;27.540108;41815.5845;36;31.3852
135.0264;27.524868;42007.24167;36;26.5529
137.4648;27.512676;41965.16437;36;26.5529
130.4544;27.547728;42056.90043;36;26.5529
140.208;27.49896;41802.83627;36;31.3852
140.208;27.49896;42139.1121;36;26.5529
120.7008;27.596496;42013.8573;36;26.5529
134.112;27.52944;42237.262;36;23.9514
131.064;27.54468;42080.96514;36;26.5529
131.3688;27.543156;42048.06215;36;26.5529
170.688;27.34656;41848.59367;36;31.3852
72.8472;27.835764;41911.79452;36;32.5259
66.4464;27.867768;41962.48114;36;32.5259
89.6112;27.751944;42069.57791;36;29.678
78.0288;27.809856;42063.62736;36;29.678
98.7552;27.706224;42042.85064;36;30.7597
98.7552;27.706224;42171.94319;36;29.678
84.7344;27.776328;42179.87864;36;29.678
100.584;27.69708;42191.73548;36;29.678
90.8304;27.745848;42151.87774;36;29.678
80.772;27.79614;42090.30955;36;29.678
98.1456;27.709272;42149.63266;36;29.678
91.7448;27.741276;42124.58894;36;29.678
94.7928;27.726036;42175.52689;36;29.678
74.9808;27.825096;42110.09547;36;29.678
76.8096;27.815952;42008.42952;36;30.7597
88.0872;27.759564;42030.91821;36;30.7597
96.012;27.71994;42186.96513;36;29.678
88.392;27.75804;42171.88029;36;29.678
79.248;27.80376;41985.62454;36;30.7597
77.4192;27.812904;42122.78244;36;29.678
102.4128;27.687936;42096.89443;36;30.9421
104.2416;27.678792;42213.37922;36;29.678
87.4776;27.762612;42016.79312;36;30.7597
85.344;27.77328;42095.09625;36;29.678
81.6864;27.791568;42160.43607;36;29.678
86.868;27.76566;42110.68541;36;29.678
89.6112;27.751944;42006.08829;36;32.5259
73.7616;27.831192;42116.02925;36;29.678
98.4504;27.707748;42051.07497;36;29.678
92.6592;27.736704;42196.63651;36;29.678
75.8952;27.820524;42040.94462;36;30.9421
77.1144;27.814428;41986.02709;36;30.7597
79.5528;27.802236;42041.20911;36;30.7597
101.4984;27.692508;42167.56437;36;29.678
90.2208;27.748896;42076.83408;36;29.678
96.3168;27.718416;41986.0725;36;32.5259
73.152;27.83424;42136.59101;36;29.678
100.2792;27.698604;42066.88542;36;30.9421
74.676;27.82662;42096.58837;36;29.678
78.0288;27.809856;42084.47469;36;29.678
95.7072;27.721464;42056.6115;36;29.678
80.1624;27.799188;42061.37458;36;30.7597
96.6216;27.716892;42201.19147;36;29.678
100.2792;27.698604;42048.47442;36;30.7597
62.484;27.88758;42103.43833;36;29.678
91.44;27.7428;42129.73901;36;29.678
80.772;27.79614;42073.97753;36;29.678
85.344;27.77328;42068.17972;36;29.678
89.0016;27.754992;42155.17262;36;29.678
81.0768;27.794616;42031.87385;36;30.7597
84.7344;27.776328;42128.28254;36;29.678
92.964;27.73518;42263.05565;36;29.678
68.8848;27.855576;42103.68597;36;29.678
88.392;27.75804;42162.46136;36;29.678
102.4128;27.687936;41992.63198;36;30.7597
86.868;27.76566;42030.84795;36;30.7597
81.0768;27.794616;42090.82739;36;29.678
85.344;27.77328;42187.54971;36;29.678
84.7344;27.776328;42030.2418;36;30.7597
98.7552;27.706224;42130.80909;36;29.678
78.0288;27.809856;42136.24079;36;29.678
96.012;27.71994;42202.12402;36;29.678
81.0768;27.794616;42075.86987;36;29.678
79.8576;27.800712;41988.74555;36;30.7597
80.772;27.79614;42075.89242;36;29.678
83.2104;27.783948;42074.64455;36;29.678
87.1728;27.764136;42144.88881;36;29.678
99.9744;27.700128;42149.96246;36;29.678
76.2;27.819;42091.16591;36;29.678
76.2;27.819;42110.9297;36;29.678
271.8816;26.840592;36901.6604;32;-135.2723
173.4312;27.332844;38026.76677;34;53.2616
19.2024;28.103988;37285.50051;20;-2.0773
121.0056;27.594972;45128.64476;30;-2.4715
88.6968;27.756516;41765.81241;34;23.3809
75.2856;27.823572;38864.12514;36;22.0703
34.4424;28.027788;29014.12572;16;-2.8224
317.6016;26.611992;38123.51045;20;-10.8533
334.3656;26.528172;38311.63764;20;-10.8533
314.5536;26.627232;38210.03357;20;-10.8533
306.324;26.66838;38330.91815;20;-10.8533
335.5848;26.522076;38226.88726;20;-10.8533
309.372;26.65314;38435.90943;20;-10.8533
308.7624;26.656188;38060.78719;20;-10.395
342.9;26.4855;38335.73297;20;-10.8533
214.884;27.12558;32917.51141;32;-28.9726
614.172;25.12914;45996.6791;30;-1.8349
632;25.04;45916.31395;30;-2.485
645;24.975;45882.5418;30;-2.485
727;24.565;45894.14841;30;-2.485
610;25.15;46006.50653;30;-2.3324
622;25.09;45995.08075;30;-1.8349
629;25.055;45949.3322;30;-1.8349
618.4392;25.107804;46036.40513;30;-2.3324
608;25.16;46004.85207;30;-1.8349
624;25.08;45969.19068;30;-2.3324
623.9256;25.080372;45858.00751;30;-2.485
630;25.05;45930.03365;30;-2.0042
634;25.03;45904.3721;30;-2.485
221.2848;27.093576;37533.56609;36;-15.8329
132.2832;27.538584;36486.90728;32;42.4188
172.8216;27.335892;36549.43521;36;-9.9894
173.736;27.33132;36536.6111;36;-9.9894
357.8352;26.410824;41406.19526;30;14.385
295.9608;26.720196;35384.65525;32;-100.1535
244.7544;26.976228;34780.12993;22;-7.7476
143.256;27.48372;36871.3043;36;-44.3795
179.832;27.30084;37990.19882;34;34.9122
345.948;26.47026;44194.80567;30;9.6879
146.6088;27.466956;36160.95986;32;11.8611
655.32;24.9234;42750.886;32;19.8676
20.4216;28.097892;36658.08961;18;7.5795
28.956;28.05522;36580.14432;18;10.7568
129.8448;27.550776;37585.18237;32;30.7422
130.7592;27.546204;37580.8303;32;30.7422
131.9784;27.540108;37434.28294;32;30.7509
132.588;27.53706;37537.21282;32;30.7509
41.7576;27.991212;32897.47268;22;-68.5176
29.2608;28.053696;32374.83693;22;17.407
242.316;26.98842;33180.36621;34;-31.6029
233.7816;27.031092;32873.25217;32;-28.9726
318.2112;26.608944;43401.85243;32;-4.9397
41.148;27.99426;34013.62919;16;-53.155
314.2488;26.628756;38512.82932;24;-15.3121
201.168;27.19416;35373.24916;22;29.8331
261.2136;26.893932;35224.71873;22;19.8375
241.0968;26.994516;34494.34667;22;24.9233
284.6832;26.776584;35818.53399;22;28.7392
541.3248;25.493376;44939.84112;30;-7.6111
975.36;23.3232;43090.29966;36;20.6593
148.1328;27.459336;36978.55201;32;39.5873
128.016;27.55992;36382.91687;34;32.4563
97.536;27.71232;35534.82204;34;-40.9038
144.1704;27.479148;35615.66851;32;6.1533
129.8448;27.550776;43344.92704;36;15.1502
319;26.605;46335.65462;30;-2.3087
95.7072;27.721464;42043.51795;36;27.6799
43.5864;27.982068;36523.64939;24;-17.1422
312.42;26.6379;39738.68964;18;10.9085
309.9816;26.650092;39743.89511;18;10.9085
309.9816;26.650092;39743.74695;18;10.9085
313.3344;26.633328;39809.70855;18;10.9085
82.9056;27.785472;41727.5178;36;36.7522
153.0096;27.434952;38127.46312;32;11.9099
153.0096;27.434952;38220.37228;32;11.9099
442.8744;25.985628;45000.75031;30;-3.5156
142.0368;27.489816;36687.38865;36;-38.0976
149;27.455;36715.05513;36;-38.0976
140;27.5;36768.12418;36;-43.7388
140.208;27.49896;36759.27401;36;-43.7388
140.5128;27.497436;36769.08071;36;-43.7388
138.9888;27.505056;36685.48184;36;-38.0976
140.208;27.49896;36697.05231;36;-38.0976
141.732;27.49134;36759.09194;36;-43.7388
140.5128;27.497436;36740.85578;36;-38.0976
136;27.52;36731.66644;36;-38.0976
141.732;27.49134;36757.87417;36;-43.7388
140.8176;27.495912;36706.62936;36;-38.0976
149;27.455;36686.90238;36;-38.0976
140.208;27.49896;36753.76783;36;-43.7388
141.4272;27.492864;36772.31715;36;-38.0976
142.0368;27.489816;36757.81527;36;-43.7388
140;27.5;36748.40181;36;-43.7388
140.208;27.49896;36655.76595;36;-40.2636
145.9992;27.470004;37082.7246;36;-36.2366
145.9992;27.470004;37104.54826;36;-32.2701
163.068;27.38466;37404.8648;32;33.4737
157.2768;27.413616;36652.5108;32;29.1652
157.2768;27.413616;36653.28804;32;29.1652
167.0304;27.364848;37827.82616;32;49.51
157.2768;27.413616;36339.28185;34;25.8089
168.5544;27.357228;37420.65756;34;36.0997
175.26;27.3237;36866.7626;34;35.1231
1136.5992;22.517004;37707.5903;34;-63.1434
225.552;27.07224;33977.06692;32;-46.1658
235.0008;27.024996;42367.17923;30;21.0171
195.9864;27.220068;34783.07735;32;-93.9501
187.7568;27.261216;34830.9246;32;-93.113
380.0856;26.299572;35772.07478;34;-113.4487
167.0304;27.364848;37253.98788;34;-85.9244
694.944;24.72528;43955.10736;26;-40.8673
152.4;27.438;37477.45665;32;30.7422
54.5592;27.927204;38068.8821;34;22.7372
352.9584;26.435208;39491.99635;34;-26.3035
353.2632;26.433684;39493.20788;34;-26.3035
364.236;26.37882;40218.37816;18;8.5228
348.996;26.45502;40363.62934;18;17.2826
262.128;26.88936;36057.60555;20;-5.0383
191.7192;27.241404;37592.59032;32;29.2628
140.5128;27.497436;43826.73004;36;14.9532
13.716;28.13142;37070.35536;22;-31.198
33.2232;28.033884;33056.98262;12;-65.2467
31.3944;28.043028;33096.79719;12;-65.2467
29.8704;28.050648;33051.59502;12;-65.2467
22.5552;28.087224;37313.56578;22;-47.9412
753;24.435;45010.30904;28;-46.9457
374.5992;26.327004;43744.64073;24;-43.62
434;26.03;43647.8525;24;-45.0254
434;26.03;43647.91193;24;-45.0254
56.6928;27.916536;38269.64346;24;-46.6365
187;27.265;37238.78501;32;31.7424
453.8472;25.930764;37766.47784;32;19.728
88.0872;27.759564;41112.77504;36;18.9141
187.1472;27.264264;34490.36278;34;-24.8437
220.98;27.0951;38243.70786;34;5.2018
223.4184;27.082908;38256.45464;34;5.2018
144.78;27.4761;37348.43956;32;31.5688
137.7696;27.511152;35156.60097;34;4.9193
50.292;27.94854;31852.45452;22;-9.4648
45.72;27.9714;37139.45187;32;20.4408
47.5488;27.962256;37007.84166;32;22.1315
405;26.175;45061.52126;30;-2.2275
487.68;25.7616;38514.08142;34;16.9923
394.1064;26.229468;37580.27364;32;20.118
174.3456;27.328272;37436.82153;32;20.118
187.1472;27.264264;34903.48183;34;-42.0157
170.9928;27.345036;44005.42118;36;14.3596
200.5584;27.197208;44002.40991;36;13.7948
245.9736;26.970132;34419.55928;32;-95.6223
49.9872;27.950064;38227.4729;34;21.8129
874;23.83;44436.00029;28;-9.0969
136.8552;27.515724;37504.31456;32;30.7509
137.4648;27.512676;37495.33973;32;30.7509
147.2184;27.463908;37478.37511;32;30.7509
137.16;27.5142;37501.09716;32;30.7509
151.1808;27.444096;37469.63602;32;30.7509
151.1808;27.444096;37461.54574;32;30.7509
137.7696;27.511152;37485.4453;32;30.7509
137.7696;27.511152;37486.61687;32;30.7509
138.0744;27.509628;37496.26683;32;30.7509
136.8552;27.515724;37505.68532;32;30.7509
136.8552;27.515724;37514.96195;32;30.7509
138.0744;27.509628;37525.86738;32;30.7509
137.4648;27.512676;37517.88531;32;30.7509
137.16;27.5142;37516.30223;32;30.7509
135.9408;27.520296;37506.64268;32;30.7509
135.9408;27.520296;37497.697;32;30.7509
136.8552;27.515724;37489.75753;32;30.7509
138.9888;27.505056;37480.42103;32;30.7509
140.8176;27.495912;37471.89348;32;30.7509
145.0848;27.474576;37463.82944;32;30.7509
140.5128;27.497436;37455.47842;32;30.7509
137.16;27.5142;37508.57388;32;30.7509
137.4648;27.512676;37527.46802;32;30.7509
149.0472;27.454764;37476.16471;32;30.7509
138.9888;27.505056;37456.42007;32;30.7509
142.6464;27.486768;37464.62482;32;30.7509
139.5984;27.502008;37472.88559;32;30.7509
141.4272;27.492864;37465.79632;32;30.7509
145.9992;27.470004;37457.44345;32;30.7509
142.0368;27.489816;37450.39355;32;30.7509
142.9512;27.485244;37458.63092;32;30.7509
138.9888;27.505056;37466.78772;32;30.7509
135.9408;27.520296;37494.35503;32;30.7509
138.3792;27.508104;37459.38869;32;30.7509
135.636;27.52182;37502.98744;32;30.7509
136.2456;27.518772;37512.04405;32;30.7509
137.16;27.5142;37513.4727;32;30.7509
139.5984;27.502008;35401.45462;32;-12.045
60.96;27.8952;33278.48278;22;81.4254
186.2328;27.268836;37148.19606;32;-119.4014
152.4;27.438;37461.53917;32;30.7509
719.328;24.60336;46430.59014;30;-2.5483
689.4576;24.752712;38271.88208;34;-54.5856
138.3792;27.508104;37516.82615;32;30.7422
64.008;27.87996;36353.67233;30;23.1438
506.5776;25.667112;45045.28281;30;-2.123
207.264;27.16368;42564.41249;36;19.7913
219.456;27.10272;42639.59166;36;19.7913
252.0696;26.939652;42513.61021;36;19.7913
137.16;27.5142;42610.52992;36;19.7913
231.9528;27.040236;42661.07341;36;19.7913
329.184;26.55408;42654.18192;36;19.7913
255.7272;26.921364;42683.26969;36;19.7913
243.2304;26.983848;42625.70403;36;19.7913
261.2136;26.893932;42533.23029;36;19.7913
144.1704;27.479148;42582.06624;36;19.7913
299.3136;26.703432;42505.87237;36;19.7913
296.5704;26.717148;42533.59305;36;19.7913
258.4704;26.907648;42478.03894;36;23.9514
194.1576;27.229212;42487.28583;36;19.7913
220.3704;27.098148;42561.43716;36;19.7913
214.884;27.12558;42580.59628;36;19.7913
309.0672;26.654664;42534.19273;36;19.7913
252.3744;26.938128;42642.76632;36;19.7913
211.836;27.14082;42542.42648;36;19.7913
177.6984;27.311508;42615.16525;36;19.7913
202.692;27.18654;42521.77298;36;19.7913
171.2976;27.343512;42549.37141;36;19.7913
155.1432;27.424284;42590.85191;36;19.7913
181.6608;27.291696;42642.2807;36;19.7913
197.8152;27.210924;34426.52602;34;-49.883
195.6816;27.221592;34442.72227;34;-50.2224
314;26.63;36221.1233;32;-127.6378
849.7824;23.951088;43332.3267;32;26.5857
135.636;27.52182;35503.57374;30;-14.2281
133.5024;27.532488;35496.64986;30;-14.2281
148.7424;27.456288;36609.79112;36;-37.3548
634;25.03;44226.24694;26;-24.6403
295.9608;26.720196;42986.69506;36;27.2184
178.0032;27.309984;42973.02272;36;25.4087
215.7984;27.121008;42988.97382;36;27.2184
409;26.155;39740.12929;20;-14.26
405.6888;26.171556;41635.17328;20;-14.1154
350.2152;26.448924;40755.40235;20;-14.1154
327.0504;26.564748;40709.01719;20;-13.1072
321.564;26.59218;40634.20095;20;-13.1072
385.2672;26.273664;40261.88816;20;-13.8804
329.184;26.55408;40409.97751;20;-13.1072
320.04;26.5998;40312.17599;20;-13.8804
390.7536;26.246232;40253.96402;20;-13.8804
360.2736;26.398632;40799.94962;20;-14.3777
394.4112;26.227944;40558.34389;20;-14.3777
352.3488;26.438256;41095.82859;20;-14.1154
443.1792;25.984104;40825.05222;20;-13.1072
334.3656;26.528172;40318.12479;20;-13.8804
373.38;26.3331;40667.72408;20;-13.1072
433.1208;26.034396;40458.63251;20;-14.3777
349.9104;26.450448;40834.67783;20;-14.3777
329;26.555;40894.15813;20;-14.1154
346.8624;26.465688;40203.95612;20;-13.8804
573.3288;25.333356;41636.74543;20;-14.1154
373.0752;26.334624;40673.05694;20;-13.1072
357.2256;26.413872;40143.87743;20;-13.8804
